Gene	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	GC10	GC11	GC12
Kcne4	0	0	0	0.000752554	0.000526305	0.000388057	0.007776612	0	0.010346131	0.006883494	0.00377025	0.000367248
Kcnf1	0	0	0	0.000446866	0.001062378	0.001970254	0.01495773	0.005172597	0.014800027	0.011497187	0.001313045	0.000269678
Kcng1	0.006720798	0	0.06874942	0.196589026	0.146578562	0.230479728	0.134057441	0.163837118	0.055923888	0.07018628	0.02933401	0.006059856
Kcng2	0.0065011	0.020333508	0	0.002230833	0.001311391	0.002702469	0.003309351	0	0.001204967	0.001466246	0.002091549	0.008373882
Kcng3	0.024053702	0	0	0	5.82E-05	0	0	0	3.97E-05	0	5.74E-05	0
Kcng4	0.008076238	0	0.216239091	0.175034821	0.198129278	0.213299257	0.145381572	0.12465625	0.082002011	0.038573304	0.028267778	0.008776141
Kcnh1	0	0	0	0.000426171	0.000467483	0.000502652	0.003758522	0	0.002011098	0.000291892	0.006125251	0.004130087
Kcnh2	0.017365267	0.011717557	0	0.000701208	0.002334162	0.000478562	0.009064172	0.000480787	0.00650096	0.005737183	0.005813597	0.012704699
Kcnh3	0.002283253	0	0	0.000832587	0.003640877	0.000128446	0.000334458	0	0.000256765	0.000480469	0.004821157	0.002166374
Kcnh4	0.009038367	0	0	0	0.000294566	0	0.000602866	0	0.000739404	0.006939222	0.001383965	0.000276603
Kcnh5	0.003055243	0	0	0.000548464	0.001598321	0	0.000530963	0	0.00160012	0.001823639	0.006783968	0.009862276
Kcnh7	0.000770985	0	0	0.000867795	0.001171189	0.000312052	0.002030436	0	0.002079186	0.009468975	0.004964194	0.001100802
Kcnh8	0.004392064	0	0	0.002684945	0	0.001061713	0.011948619	0.066414001	0.015305483	0.068516079	0.141655697	0.200670381
Kcnip1	0.008111873	0	0	0	0.001317188	0	0	0.018205225	0.000531552	0.029341522	0.0384014	0.03264214
Kcnip2	0.021850508	0.080174682	0	0.012576597	0.017394725	0.020166232	0.014874703	0.03400615	0.023027209	0.025255291	0.41242075	0.414192818
Kcnip3	0.072857568	0	0	0.023137825	0.015380148	0.024163849	0.025822761	0.00483764	0.016844656	0.013193976	0.01419236	0.013624327
Kcnip4	0.000585323	0.061280993	0.074857794	0.07563568	0.096078216	0.270568304	0.249376588	0.181904546	0.182654043	0.140675582	0.096711274	0.029484553
Kcnj1	0	0	0	0.009931902	0.004543613	0.002858954	0.003837031	0.001910857	0.000635073	0.000457465	0	0
Kcnj13	0	0	0.108029868	0.000349211	0.000484748	0.000751681	0	0	0.000134199	0.00479967	0.003613137	0
Kcnj15	0.005501224	0	0	0.001127117	0.000640184	0.000547015	0.00025772	0.001672653	0.00047599	0.000410181	0.000284817	0.000946436
Kcnj2	0.003993534	0	0	0.00158467	0.000800752	0.000296483	0	0	0.000246962	0	0.000575607	0
Kcnj4	0.032242675	0	0	0.000549626	0	0	0	0	0.000149356	0	0.003971404	0.00196028
Kcnj6	0.001562359	0	0	0.001106295	0.00029069	0.001236906	0.049300609	0.067377489	0.147427469	0.143533172	0.050645974	0.026497634
Kcnj8	0	0	0	4.72E-05	0.000149673	0	0.004497446	0.026528443	0	0	0.00026579	0.000309083
Kcnj9	0.043448434	0.035469024	1.139705215	1.065571992	0.97286415	1.055190416	0.595155796	0.841852708	0.344336909	0.216989853	0.133928603	0.108222624
Kcnk1	0.002052983	0	0	0.00013379	0	0	0	0	0.000320933	6.57E-05	0	0.000559686
Kcnk10	0.004900944	0.032666885	0.181267212	0.08875165	0.083917238	0.015993417	0.019451598	0.011078156	0.018625198	0.010534183	0.009542705	0.008077681
Kcnk12	0.001539713	0.002765797	0	0.02477463	0.035632553	0.07254653	0.071559797	0.03253401	0.055716222	0.047636466	0.044411484	0.04311838
Kcnk13	0.00572915	0	0	4.29E-05	0.00013285	0.002809292	0.000468984	0	0.000794728	0.000266235	0	0.003998466
Kcnk2	0.004555763	0	0.108172575	0.037017366	0.034694789	0.031079265	0.051579933	0.045755752	0.051807258	0.041350072	0.031207139	0.02452753
Kcnk3	0.012554231	0	0	0.001976993	0.000180504	0.001389354	0.000410317	0	0.001147314	0.001317197	0.001830738	0.001254319
Kcnk5	0.048615759	0.002765797	0	0.004151696	0.000398282	0.001035651	0.006263632	0.116700609	0.038556379	0.16265782	0.137014774	0.044041457
Kcnk6	0.023906865	0	0	0.002763659	0.000919291	0.002824844	0.014424365	0	0.007639812	0.002942249	0.003349425	0.003498391
Kcnk7	0	0	0	0.00111394	0.000435145	0.003403428	0.000679021	0.014243247	6.77E-05	0.005772443	0.133221988	0.245582426
Kcnma1	0.025489518	0.036323254	0	0.0058701	0.005817547	0.007701602	0.014256341	0.04934382	0.021075644	0.024423804	0.019666012	0.016335997
Kcnmb1	0	0	0	0.000378278	0.000260442	0	0	0	0.000548712	0.001025991	0.000933592	0.009835499
Kcnmb2	0	0	0	0.000611571	0.000466634	0.001940443	0.002352532	0	0.001138307	0.003235256	0.009888378	0.00589739
Kcnmb3	0	0	0.135393555	0.06541915	0.02971625	0.118640778	0.056712002	0.084642665	0.02168083	0.042753192	0.042672266	0.059920177
Kcnmb4	0.101277795	0.109559985	0.665299769	0.871895115	0.867723324	1.021734152	0.719731534	0.663707523	0.501082369	0.405495098	0.358446186	0.340203625
Kcnmb4os1	0.067617607	0.387163236	0.705530689	1.414548109	1.402592731	1.531291111	1.527605119	1.370217277	1.458137313	1.323262209	1.141421191	1.38567696
Kcnmb4os2	0.042917967	0.028186759	0.666418207	0.271313734	0.205922618	0.23528052	0.190907017	0.153653893	0.15049754	0.123428052	0.112778961	0.130601234
Kcnn1	0.037815361	0.033217259	0	0.003244572	0.002849414	0.000794144	0.001133163	0.002191307	0.000182718	0.001313354	0.000592924	0
Kcnn2	0.006101668	0	0	0.000461416	0.000996788	0	0.000927578	0.005596812	0.008900232	0.010687831	0.006077446	0.004684881
Kcnn3	0.000828977	0	0.043502708	0.040197294	0.037340675	0.055446587	0.061089063	0.055593554	0.053003525	0.040253813	0.032913048	0.049556177
Kcnn4	0.000560296	0	0	0.00074752	0	0.000482582	0.001264089	0.001609334	0.001857525	0.001256687	0.015265079	0.002328282
Kcnq1	0.000994822	0	0	0.00518506	0.004645058	0.002635119	0.00760747	0.000687543	0.007193622	0.012638367	0.012720493	0.019325351
Kcnq1ot1	0.847156428	1.429948919	2.064882909	0.158030855	0.208227053	0.142188181	0.182434454	0.428588406	0.076183506	0.072928226	0.297377459	0.235771027
Kcnq2	0.009378665	0.022178972	0	0.000663794	0.000469262	0.000724105	0.057023732	0.037120683	0.133102248	0.104349924	0.039400454	0.016668939
Kcnq3	0.015738475	0	0.019394322	0.056424733	0.067855065	0.097829372	0.051424392	0.059336778	0.056524258	0.034441616	0.026484427	0.022049385
Kcnq4	0.001786874	0	0	0.000107318	0.001284085	0	0	0	0.00017193	0.000245178	0.008482867	0.007155253
Kcnq5	0.00424169	0	0.072282136	0.002341511	0.005360165	0.008593693	0.00276154	0	0.002888495	0.002546592	0.001107151	0.000981365
Kcns1	0.103488145	0	0	0.001938748	0.002434408	0.001409187	0	0	0.002391492	0.000698694	0.000259226	0.001621886
Kcns2	0.003115703	0	0	0.000199239	0	0.000407073	0.05704164	0.012741408	0.05307797	0.010213847	0.005368167	0.00435019
Kcnt1	0.068614551	0	0	0.00293698	0.001110018	0	0.001021838	0	0.002405932	0.001077143	0.004118415	0.001692966
Kcnt2	0.002906279	0	0	0.000572992	0.000751348	0.001454398	0.003262468	0.005880046	0.004289742	0.004646329	0.00360282	0.001042136
Kcnu1	0.00845021	0.069697711	0.101849443	0.035849612	0.03824858	0.070204238	0.316432541	0.270809722	0.500567159	0.528963484	0.446922103	0.059259461
Kcnv1	0.001145729	0	0	0.00027597	0.001293586	0.001273614	0.000835394	0	0.000621491	0.001379713	0.001345696	0.000408425
Kcnv2	0.001434072	0	0	0.001685944	0	0.001568569	0.00184883	0	0.00159096	0.000200298	0	0
Kcp	0.033356628	0.010900669	0	0.003405918	0.002291374	0.001476957	0.004485622	0.000480787	0.002513921	0.002240334	0.004046334	0.013764964
Kctd1	0.023849178	0.140348766	0.12372759	0.130756667	0.090978577	0.090517764	0.063747793	0.086702258	0.053732422	0.047276551	0.035586131	0.011081156
Kctd10	0.332840722	0.067459389	0.046317868	0.185098235	0.254414028	0.31528587	0.386952773	0.100357402	0.262232964	0.122224497	0.04323717	0.020905318
Kctd11	0.005283286	0	0	0.000766053	0	0	0	0	0.001583679	0.000269778	0.000490805	0
Kctd12	0.004002115	0.035422997	0	0.001903402	0.001252844	0.000615238	0.001107044	0	0.003712997	0.000150279	0.00787385	0.008953599
Kctd12b	0.004599686	0	0	0.000425901	0	0.000634164	0.00241062	0	0.000465393	0.000701386	0.000269233	0
Kctd13	0.298692925	0.157372789	0.179863548	0.247946266	0.28772027	0.328941951	0.392908985	0.279568862	0.383744557	0.301361116	0.131845134	0.049972724
Kctd14	0.011453113	0.048024924	0.033001285	0.001715689	0.004359882	0.001033787	0.000405453	0.034663592	0.000519999	0.004090904	0.019510193	0.013805965
Kctd15	0.132452829	0	0	0.000145759	0.001199063	0	0.00203115	0	0.000472782	0.002978011	0.001704497	0.001525413
Kctd16	0.029730937	0.228311005	0.104049278	0.016749918	0.010788484	0.023416458	0.05028092	0.694845555	0.380890405	0.933283911	1.612289928	1.835578847
Kctd18	0.537372281	0.594906305	0.520370838	0.354649389	0.372392121	0.220556222	0.088653822	0.112935221	0.043087483	0.01798423	0.020264113	0.011458244
Kctd19	0.046406926	1.138094921	1.589967487	1.296030206	1.387101895	1.345489108	1.221137456	1.044166397	1.03171795	0.82677059	0.519385921	0.13172714
Kctd2	0.129640979	0.271807143	0.019394322	0.111911015	0.093024686	0.074924566	0.027800743	0.065406628	0.006731347	0.005709305	0.016418764	0.01977658
Kctd20	0.506959733	0.323965272	0.063760518	0.063602177	0.053310008	0.025432385	0.147007872	0.06007184	0.198338952	0.283901013	0.136397267	0.060683472
Kctd21	0.019865568	0.044470743	0	0.002445654	0.003038832	0.001271248	0.001206277	0.013635782	0.001540366	6.47E-05	0.000447273	0.001116889
Kctd3	0.435047603	0.554232623	0.317721788	0.130283237	0.115090072	0.029568711	0.042481126	0.068600663	0.028527655	0.013061148	0.010819908	0.020482887
Kctd4	0.004645529	0	0	0	0.000956021	0.001751996	0.005576016	0.001725376	0.015947746	0.015025498	0.006025661	0.000595168
Kctd5	0.481488623	0.19928663	0.065467114	0.136328133	0.137648588	0.093720874	0.105358541	0.115374623	0.122414348	0.090197399	0.085147535	0.071742059
Kctd6	0.382965867	0.083763504	0	0.000771996	0.004290308	0.002074468	0.003998611	0	0.002049044	0.00095471	0.001860472	0.004127995
Kctd7	0.035250713	0.233714222	0.468120828	0.311966257	0.26765404	0.131941876	0.074422694	0.134533142	0.036376997	0.024317643	0.01419715	0.015405418
Kctd9	0.29741518	0.243929209	0.478987537	0.336490258	0.4702433	0.621657534	0.426102287	0.214853247	0.177041592	0.07672512	0.033680261	0.023136771
Kdelc1	0.048810924	0.05723871	0	0.000477537	0	0.000893777	0	0	0.002102897	0.001654417	0.00208307	0
Kdelc2	0.077317452	0.085884934	0	0.00152173	0.002913706	0.000243641	0.000675462	0.024711163	0.000888911	0.000408492	0.007961583	0.014677502
Kdelr1	0.34118935	0.443455621	0.152758725	0.268209486	0.242399538	0.302762216	0.256121429	0.197281172	0.211369411	0.099470569	0.067755411	0.032094441
Kdelr2	0.805398094	0.784368308	0.526841016	0.46846202	0.538524195	0.49401972	0.531121443	0.419154596	0.624225177	0.476371883	0.098613697	0.046728952
Kdelr3	0.058222265	0	0	0.004044356	0.001711042	0.003541811	0.000263397	0.011252063	0.005066833	0.002681963	0.002739015	0.00265281
Kdf1	0.107732151	0	0	0.02264494	0.012102489	0.003368064	0.009109067	0.001672653	0.010420015	0.005493562	0.002772761	5.03E-05
Kdm1a	1.245586609	1.526324041	1.116619926	1.048548948	1.214897854	1.492570959	1.226851541	0.869130101	0.988970503	0.72465838	0.314245507	0.104583806
Kdm1b	0.200217427	0.04389278	0	0.002813147	0.001079012	0.005376908	0.019970745	0.066201355	0.070965743	0.128482111	0.078663484	0.051408294
Kdm2a	0.761816161	0.723209436	0.90445637	0.413956493	0.376016701	0.351127855	0.244555541	0.384405816	0.084043364	0.052604508	0.045074986	0.05684907
Kdm2b	0.23042375	0.168557723	0.163646626	0.205353475	0.213233867	0.226643979	0.176339877	0.169020541	0.157249707	0.112817791	0.074594494	0.044768991
Kdm3a	0.352935647	1.259722822	1.432497756	1.136583629	1.092142697	0.913534803	0.799694661	0.697428102	0.652644096	0.335506783	0.228847096	0.107923453
Kdm3b	0.296864976	0.498012574	0.11057751	0.036683647	0.031410648	0.007565784	0.019924657	0.065142049	0.015580703	0.043347333	0.090477246	0.042810732
Kdm4a	0.049979345	0.056657857	0	0.013405825	0.020554391	0.007373136	0.026027986	0.070635694	0.031540005	0.051319296	0.03159638	0.01060412
Kdm4b	0.020015151	0.094037516	0	0.001251892	0.006433858	0.002618053	0.014112646	0.008954889	0.00682469	0.031723796	0.127381575	0.053780471
Kdm4c	0.261868277	0.196730415	0.128430229	0.055827335	0.045674645	0.000832814	0.028181933	0.021480915	0.01204277	0.001075714	0.003700458	0.002811899
Kdm4d	0.028969257	0.148811136	0.935237903	0.692379225	0.726941296	0.915389559	0.815504171	0.531017758	0.505955206	0.150741916	0.05074622	0.037731847
Kdm4dl	0	0	0	0.00955978	0.012662746	0.015711729	0.008938656	0.008027911	0.004920608	0.000787442	0.000400882	0.000353684
Kdm5a	1.845401412	1.646401595	0.744935974	0.564221443	0.482343807	0.205470598	0.356090147	0.414119051	0.392393304	0.387076596	0.185058082	0.116630258
Kdm5b	1.378188971	2.275679646	2.01210514	1.745985684	1.605994826	1.114247106	0.927817915	1.39595731	0.933928074	1.033238604	0.923000359	0.420854222
Kdm5c	0.090818818	0.01671309	0	0.000448689	0.006754133	0.015343806	0.087996796	0.02104663	0.062907372	0.011740541	0.00400314	0.008477228
Kdm5d	0.104550931	0.065038	0.102294706	0.001795154	0	0.002004768	0.002676811	0.029939478	0.00637007	0.005427365	0.003240897	0.001804389
Kdm6a	0.290186119	0.098748171	0	0.00077053	0.000462129	0.003415322	0.002222056	0.02359144	0.005148953	0.010515869	0.037051741	0.009591796
Kdm6b	0.435391245	0.114931557	0.094997573	0.037491341	0.023715545	0.026102936	0.047897485	0.137647434	0.084284889	0.333979683	0.316148353	0.065649947
Kdm6bos	0.071404148	0.202451664	0.632057641	0.211923614	0.276625634	0.26730272	0.211804481	0.204950696	0.128644638	0.358869306	0.34067623	0.047455713
Kdm7a	0.70992095	0.829055555	0.348347035	0.170104735	0.248613175	0.157504634	0.162198855	0.168532066	0.12811697	0.106694015	0.187922642	0.235151639
Kdm8	0.159741139	0.155108666	0.205911026	0.060922059	0.033619419	0.01320926	0.005951394	0.008529709	0.011452613	0.003515302	0.003654978	0.001207951
Kdr	0.013772292	0.086550312	0	0.002023835	0.00063623	0.004125422	0.041145634	0.025736918	0.085645774	0.032294366	0.019186056	0.014731499
Kdsr	0.337990088	0	0	0.005732451	0.01232253	0.01163863	0.011346818	0.026528443	0.007296572	0.005567613	0.009756692	0.012857013
Keap1	0.397146947	0.298498154	0.30213895	0.682263033	0.589573732	0.596960684	0.587638406	0.76335924	0.475572894	0.391260288	0.816432133	0.461374657
Kel	0	0	0	0	0	0	0.002568524	0	0.005246999	0.000631578	0	0.001379203
Khdc3	0.002527426	0	0	0.000687053	0.000783817	0.001116513	0.004672211	0	0.001840376	0.001533789	0.001274131	0.000998412
Khdrbs1	1.34152739	1.710488896	1.260676433	1.11307909	1.143211911	0.749066994	0.329103331	0.781144485	0.20762738	0.136801791	0.116675443	0.105063414
Khdrbs2	0.158781686	0	0	0.000680223	0.003835791	0.001515138	0	0	0.000743035	0.004715709	0.000392855	0.002467778
Khdrbs3	0.175225461	0.559665083	0.517292665	0.787739011	0.844012714	0.767359758	0.663410983	0.607863251	0.531115504	0.368635905	0.213072451	0.059541152
Khk	0.085805337	0	0	0.012820857	0.010000346	0.011400797	0.006636376	0.000480787	0.005655193	0.008712634	0.003754992	0.006743541
Khnyn	0.000786037	0	0	0.003662193	0.004323521	0.00433272	0.002596697	0.005932493	0	0.000800819	0.000409428	0.001880542
Khsrp	0.403368647	0.313613572	0.470912122	0.212122112	0.162554682	0.098981385	0.072824703	0.066635097	0.039614357	0.021982823	0.018051437	0.021811938
Kidins220	0.300565706	0.092146942	0.455601815	0.106965925	0.094047779	0.09684724	0.022987739	0.027047038	0.01192128	0.009162558	0.008951243	0.019336394
Kif11	0.959398982	0.326675298	1.117141018	0.513141648	0.390538163	0.47806599	0.230668821	0.267530486	0.276232727	0.096251616	0.028264492	0.021848536
Kif13a	0.033470689	0.039969281	0	0.006870263	0.003552756	0.005809136	0.024125566	0.052741934	0.038247405	0.036095692	0.067668998	0.045904031
Kif13b	0.299363441	0.11159386	0.019394322	0.125931348	0.116478624	0.154183789	0.0628503	0.093962304	0.043357505	0.034771194	0.015490485	0.012759915
Kif14	0.359987025	0.076458794	0.192732625	0.093172935	0.11814447	0.14391941	0.075574743	0.010914662	0.052668805	0.051794286	0.044629835	0.021789982
Kif15	0.979580383	0.854370873	1.17121731	0.693658263	0.682609594	0.452965674	0.102860881	0.547603549	0.059595938	0.348249402	0.883213513	0.522874517
Kif16b	0.394185238	0.112863445	0.132025721	0.223017628	0.337352854	0.441406424	0.405268806	0.323861157	0.378163297	0.250566707	0.056025027	0.037485561
Kif16bos	0.002949854	0.005523966	0	0.005329535	0.002432117	0.003602593	0.030200188	0.107476388	0.270712835	0.431666883	0.396129134	0.428029436
Kif17	0.100612111	0.107108647	0	0.028666959	0.012595158	0.036254539	0.282197153	0.245184543	0.647449006	0.764032024	0.619573865	0.700397273
Kif18a	0.590075556	0.3345547	0.267270249	0.266648936	0.39479	0.564771279	0.389067736	0.309922715	0.336641059	0.244810896	0.113238352	0.015489724
Kif18b	0.107287648	0.035820491	0.08170534	0.038767438	0.13089908	0.229517272	0.20514698	0.078636701	0.15081096	0.071899152	0.028823193	0.010935272
Kif19a	0.003891988	0	0.155549369	0.028018779	0.020439562	0.043065489	0.007252792	0.056222028	0.010025945	0.004202373	0.011369765	0.020549045
Kif1a	0.010694383	0	0.064948189	0.001783667	0.000232836	0.00073254	0.002766192	0.039217775	0.001751311	0.001165186	0.080376482	0.162590206
Kif1b	1.073693921	0.77167288	1.140498291	0.29605196	0.279777461	0.283964661	0.400128123	0.457365182	0.457074955	0.392055415	0.231603132	0.16955793
Kif1bp	0.409170125	0.400748346	0.061029887	0.256700522	0.209911285	0.083606345	0.545052855	0.523436577	0.849752942	0.760349328	0.551722897	0.278624423
Kif1c	0.187859074	0.03824909	0	0.000724552	0.002662439	0.001227505	0.004252336	0.031544143	0.002604377	0.000518635	0.001855382	0.001642924
Kif20a	0.66951253	0.576894856	0.346758726	0.484170102	0.651809509	0.677194615	0.552631863	0.393859173	0.399532424	0.128932771	0.023336067	0.019491281
Kif20b	1.44232024	1.191409401	1.278084916	0.910272141	1.115861986	1.144927859	0.401876184	0.902376559	0.151197551	0.446289773	0.424821075	0.121911892
Kif21a	0.082362898	0.172284472	0.081992053	0.009646132	0.013666269	0.015371729	0.015826928	0.116501101	0.082983744	0.224094927	0.171129379	0.102340869
Kif21b	0.079753811	0	0	0.039989759	0.032815946	0.026063806	0.0324205	0.08577322	0.033544411	0.04853225	0.255468768	0.322930789
Kif22	0.5158868	0.349823724	0.400191031	0.102440658	0.228900954	0.330415175	0.254266536	0.149483138	0.164936216	0.090641559	0.035974418	0.012780309
Kif23	1.424195366	0.391008285	0.596554408	0.286913004	0.794513615	1.143813803	0.924413483	0.482830012	0.584421865	0.272190137	0.057095546	0.027091959
Kif24	0.133084723	0.287878897	0.063785335	0.146269597	0.1068566	0.058612997	0.055942658	0.08074114	0.049362587	0.038219682	0.01122489	0.008286229
Kif26a	0.180499827	0	0	0.000262972	0.000634688	0.00290344	0.001559971	0	0.002568368	0.001205955	0.002615109	0.004160945
Kif26b	0.004792975	0	0	0.003363824	0.001342806	0.00452815	0.002899805	0.003548949	0.004296963	0.002093449	0.003505465	0.0139877
Kif27	0.364464294	0.489918397	0.835260632	0.752538009	0.830339289	0.953744826	1.18450171	1.086013336	1.453499036	1.609992126	1.643525901	1.773495421
Kif2a	1.403825623	1.43671792	1.661520942	1.871621343	2.138415192	2.313653191	2.239951154	1.88231438	1.98569673	1.699837248	1.31114273	0.972322701
Kif2b	0.139684092	0.338116638	0.632779963	0.115599039	0.051867655	0.135085109	1.187162643	2.040537671	2.320457092	2.933518949	3.199006412	2.193962322
Kif2c	0.645787932	0.40679415	0.72117425	0.443103814	0.515031966	0.646210842	0.271403594	0.896350123	0.220583121	0.594673868	1.444980836	1.953417135
Kif3a	1.604763567	1.258154403	1.662525002	1.322902737	1.252565516	1.29946506	1.290720844	1.260288409	1.282080609	1.084759529	0.734073508	0.46058024
Kif3b	0.316414788	1.034247965	1.036784669	1.364927812	1.553841829	1.739559513	1.6525813	1.248451994	1.459505997	1.057589955	0.484637387	0.361909533
Kif3c	0.035338007	0	0	0.028099267	0.032063505	0.017955444	0.003555232	0.02150693	0.003250207	0.001019056	0.001581288	0.003980198
Kif4	0.72217587	0.215111702	0	0.000392487	0.025160392	0.039555483	0.070208198	0.056497018	0.025658748	0.010899878	0.005925867	0.006827994
Kif4-ps	0.015551387	0.032518538	0.560332534	0.419255057	0.372163105	0.327515228	0.101204939	0.145788584	0.051564815	0.022623075	0.01302932	0.023541225
Kif5a	0.194097237	0.14293951	0.172998147	0.022765149	0.010640334	0.01075165	0.01370073	0.003012965	0.011702564	0.008272619	0.001492959	0.007214145
Kif5b	1.484428482	1.209249636	0.906422723	0.376869549	0.302667358	0.066620879	0.138764675	0.162615874	0.06022829	0.032207932	0.078787786	0.13082832
Kif5c	0.170082425	0.248202804	0.248685093	0.044168492	0.038811365	0.011644977	0.082971088	0.243088309	0.060406502	0.056616269	0.60069742	0.804210743
Kif6	0.028024754	0.108968762	0.215985385	0.337123031	0.297051298	0.207593946	0.11188867	0.229178532	0.075798813	0.061520387	0.037896887	0.031640544
Kif7	0.14708219	0	0	0.008740072	0.016399608	0.020743873	0.022302154	0.001922104	0.008495425	0.003618936	0.002158317	0.003848171
Kif9	0.065936343	0.391212752	1.255036863	0.849380695	0.83361866	1.071062996	1.003869348	0.924977623	1.050532112	0.980551705	0.615169776	0.622639518
Kifap3	0.787265637	1.22053061	1.053967839	0.796071803	0.765936608	0.603800439	1.27145492	1.687347622	2.134674531	2.456886683	2.332915723	2.197085565
Kifc1	0.126898279	0.093643535	0.067600605	0.010621697	0.019233255	0.047592559	0.017332285	0.005566808	0.005408402	0.002016613	0.007662883	0.005091278
Kifc2	0.094019418	0.005875941	0	0.013448011	0.010796689	0.003737283	0.00209508	0.002499272	0.002298862	0.000571988	0.001927469	0.003405111
Kifc3	0.029120784	0.059039179	0.15727731	0.106754739	0.090929426	0.111268583	0.13507267	0.123244768	0.068413005	0.11536463	0.476939075	0.330293608
Kifc5b	0.04910304	0.081649052	0	0.018443031	0.022600215	0.016894246	0.003243513	0	0.000485828	0.00038785	0.006369858	0
Kin	0.809542877	0.61606864	0.343204243	0.238386252	0.182337452	0.027199943	0.021742397	0.105666517	0.006089173	0.005865783	0.012096273	0.013734275
Kirrel	0.002570065	0	0.049717957	0.002085945	0.001713104	0.001262368	0.000959172	0	0.001854372	0.00061683	0.005206144	0.003337955
Kirrel3os	0.001627553	0	0	0	0	0.000594758	0	0	0.000829084	0.007706026	0.006609356	0.004356674
Kiss1	0	0	0	0	0	0	0	0	0	0	0.001595405	0.012551579
Kiss1r	0.018391935	0	0	0	0.000663735	0	0.000541728	0	0	0.000117945	0.001146633	0
Kit	0.798957002	0.029182914	0	0.006839567	0.002418321	0.003226487	0.003280635	0.058118358	0.007245413	0.08062041	0.024061763	0.011493087
Kitl	0.016852904	0	0	0.005934228	0.003009304	0	0.002562648	0.036485368	0.009306146	0.003573438	0.006124619	0.027425773
Kiz	0.340081696	0.920310208	0.678687082	1.176233345	1.183076117	0.986251037	1.03363351	1.035487358	1.168523965	1.11413532	0.978447026	1.091311522
Kl	0	0	0.108172575	0.038565509	0.050093532	0.070573188	0.014154237	0.005480986	0.002750952	0.003195251	0.001101986	0.0047193
Klb	0.001315376	0.064961513	0	0.031043378	0.018375118	0.091076499	0.059441144	0.067267956	0.052659097	0.033030468	0.006432139	0.003631403
Klc1	0.439766131	0.1259528	0.16023941	0.047112298	0.036323503	0.019911121	0.019828112	0.03976906	0.012162232	0.005964567	0.017319162	0.02588536
Klc2	0.255595061	0.441776687	0.47563254	0.341032562	0.325384614	0.229354585	0.226008427	0.191696401	0.16308417	0.048115425	0.110984754	0.074049348
Klc3	0.081823229	0.04344883	0	0.007205506	0.00511472	0.004555933	0.005300655	0.092000829	0.004569093	0.012650333	0.461978291	0.525435624
Klc4	0.302135464	0.11554501	0.215173845	0.100731374	0.064876355	0.119373873	0.295312207	0.138865876	0.232999308	0.103816985	0.064268259	0.050199703
Klf1	0.018964034	0	0	0.026812594	0.019973576	0.007704001	0.010070633	0.009504453	0.005846142	0.009049512	0.010795488	0.033792621
Klf10	0.661438631	0.146571058	0.088684613	0.09658149	0.098507915	0.035158319	0.015354018	0.076275104	0.004639898	0.00786801	0.004509196	0.009423182
Klf11	0.417144401	0	0	0.002504732	0.000695304	0	0.00431625	0	0.001043817	0.000928171	0.00053232	0.005303636
Klf12	0.004739854	0	0	0.001263938	0	0	0.00471299	0.037401646	0.061281358	0.083653655	0.072801595	0.03170533
Klf13	0.148787358	0	0.059076249	0.020277951	0.046288622	0.050377347	0.042977415	0.011762493	0.042279925	0.029716299	0.018636508	0.015979388
Klf15	0.005593958	0	0	0.000147163	0.001626723	0	0.000648806	0.017348888	0.000535503	0.008436565	0.002677125	0.00436095
Klf16	0.132280217	0	0	0.001875358	0.000888112	0.002487562	0.01048666	0.013687761	0.019061177	0.00944662	0.007785552	0.005260426
Klf17	0.007085984	0	0.043502708	0.005657102	0.000857233	0.001211789	0.004650013	0.123412712	0.064752003	0.476575445	0.383870407	0.049156495
Klf2	0.173926729	0.042213895	0	0.009444677	0.00299242	0.009922806	0.299938994	0.165020476	0.396956841	0.257496571	0.190274697	0.018262484
Klf3	0.034614734	0.042213895	0	0.003521322	0.001272512	0.005799524	0.001570744	0.016661604	0.003017609	0.007631647	0.049179455	0.022375955
Klf4	0.377623544	0.051762817	0.078629654	0.031849675	0.031918516	0.036994888	0.717394279	0.71793492	1.172431777	1.246046116	1.128043284	0.158144018
Klf5	0.102418147	0.03022218	0	0.003048511	0.005107018	0.001239759	0.031228968	0.219075599	0.114128644	0.688071004	0.494554026	0.041081796
Klf6	0.214111777	0.095573087	0.102294706	0.010846126	0.001937558	0.001412466	0.007057303	0.011896971	0.005719682	0.007478915	0.01093188	0.033526126
Klf7	0.417332123	0.038901768	0	0.005670533	0.002166809	0.002569568	0.00256501	0	0.002899776	0.011625542	0.01195266	0.01544858
Klf8	0.258711915	0.010900669	0	0	0	0	0	0	0	0.000443208	0	0
Klf9	0.291049803	0.137750402	0.330370041	0.103784633	0.267760266	0.431645874	0.491188193	0.422818893	0.564203894	0.770047647	0.631707323	0.227977887
Klhdc1	0.093703798	0.432100231	0.619098424	0.287571829	0.306517095	0.164703271	0.361139123	0.308037551	0.492964486	0.463209435	0.348518353	0.455192174
Klhdc10	0.357566122	0.276112319	0.255366383	0.208882013	0.225041096	0.213493075	0.398666947	0.168720061	0.488047582	0.414390233	0.386677956	0.155099013
Klhdc2	0.588523552	0.628386592	0.430528528	0.837033696	0.975101725	1.042119998	1.055894196	0.907685291	0.906366966	0.765736232	0.443842056	0.048059184
